filename,dprove,pdr,iimc,IC3
bin_eventlogadm_vc344892.aig,1.94,2.55,27.75,3.54
bin_eventlogadm_vc345391.aig,61.55,2.43,29.91,5.18
bin_eventlogadm_vc345392.aig,1.95,2.31,27.95,3.94
bin_eventlogadm_vc351277.aig,0.21,0.19,12.93,0.16
bin_eventlogadm_vc351319.aig,0.75,0.19,13.17,0.18
bin_eventlogadm_vc351321.aig,0.31,0.33,14.01,0.22
bin_eventlogadm_vc351330.aig,0.47,0.42,15.9,0.29
bin_eventlogadm_vc351331.aig,0.55,0.37,14.37,0.26
bin_eventlogadm_vc351342.aig,0.96,0.36,15.44,0.37
bin_eventlogadm_vc351344.aig,0.33,0.33,14.0,0.38
bin_eventlogadm_vc351347.aig,0.41,0.38,15.96,0.45
bin_eventlogadm_vc351348.aig,0.37,0.34,15.4,0.32
bin_eventlogadm_vc351360.aig,2.26,2.22,28.93,3.12
bin_eventlogadm_vc351361.aig,256.23,4.62,40.64,6.92
bin_eventlogadm_vc351362.aig,0.9,1.23,23.58,2.17
bin_eventlogadm_vc351363.aig,1.23,1.35,23.69,0.86
bin_eventlogadm_vc351364.aig,1.41,1.34,28.11,1.78
bin_eventlogadm_vc351365.aig,1.01,0.93,31.14,0.78
bin_eventlogadm_vc351366.aig,0.73,1.11,33.83,0.97
bin_eventlogadm_vc351367.aig,202.98,4.56,35.48,5.2
bin_eventlogadm_vc351368.aig,2.96,2.36,36.19,5.75
bin_eventlogadm_vc351369.aig,55.64,2.2,33.8,2.13
bin_eventlogadm_vc351370.aig,273.09,3.69,39.98,4.54
bin_eventlogadm_vc351371.aig,372.85,9.56,44.72,6.74
bin_eventlogadm_vc351372.aig,130.29,6.56,44.18,6.73
bin_eventlogadm_vc351373.aig,106.0,5.56,40.19,11.43
bin_eventlogadm_vc351374.aig,3.34,4.84,38.28,6.16
bin_eventlogadm_vc351375.aig,2.76,4.19,35.05,3.71
bin_eventlogadm_vc351376.aig,3.08,5.29,42.21,6.46
bin_eventlogadm_vc351377.aig,4.58,4.55,43.6,6.26
bin_eventlogadm_vc351378.aig,353.01,4.81,53.23,7.02
bin_eventlogadm_vc351379.aig,97.83,2.66,38.8,8.61
bin_eventlogadm_vc351380.aig,3.13,7.2,47.46,7.86
bin_eventlogadm_vc351381.aig,3.99,4.87,35.15,8.15
bin_eventlogadm_vc351382.aig,109.82,14.34,57.73,6.54
bin_eventlogadm_vc351384.aig,563.47,8.03,45.19,15.98
bin_eventlogadm_vc351385.aig,390.96,10.89,43.54,15.57
bin_eventlogadm_vc351386.aig,3.35,3.56,33.13,5.27
bin_eventlogadm_vc351387.aig,243.77,5.39,36.96,6.58
bin_eventlogadm_vc351388.aig,482.11,4.34,39.53,9.65
bin_eventlogadm_vc351389.aig,3.43,2.31,40.26,3.89
bin_eventlogadm_vc351390.aig,273.95,2.56,34.54,5.62
bin_eventlogadm_vc351391.aig,4.09,4.27,44.43,8.42
bin_eventlogadm_vc351392.aig,4.59,6.76,44.91,11.81
bin_eventlogadm_vc351393.aig,4.83,8.1,38.83,8.3
bin_eventlogadm_vc351394.aig,2.96,6.39,40.85,6.51
bin_eventlogadm_vc351395.aig,3.33,4.7,40.1,10.54
bin_eventlogadm_vc351396.aig,255.33,4.29,40.34,13.41
bin_eventlogadm_vc351399.aig,56.08,1.78,27.71,2.7
bin_eventlogadm_vc351400.aig,3.21,2.13,25.24,2.39
bin_eventlogadm_vc351401.aig,452.93,9.0,45.31,17.52
bin_eventlogadm_vc351402.aig,7.1,4.69,43.29,5.3
bin_eventlogadm_vc352293.aig,0.31,0.23,13.7,0.16
bin_eventlogadm_vc352302.aig,0.8,0.3,13.85,0.32
bin_eventlogadm_vc352339.aig,0.49,0.43,15.95,0.52
bin_eventlogadm_vc352341.aig,0.41,0.33,14.56,0.4
bin_eventlogadm_vc352354.aig,0.31,0.39,14.4,0.45
bin_eventlogadm_vc352355.aig,0.62,0.4,15.76,0.41
bin_eventlogadm_vc352360.aig,2.01,1.24,23.87,1.35
bin_eventlogadm_vc352361.aig,219.77,3.25,34.08,5.34
bin_eventlogadm_vc352362.aig,2.79,1.87,24.49,0.99
bin_eventlogadm_vc352363.aig,1.57,1.26,24.8,1.98
bin_eventlogadm_vc352364.aig,1.81,0.98,23.19,1.05
bin_eventlogadm_vc352365.aig,1.49,1.05,21.7,0.84
bin_eventlogadm_vc352366.aig,1.18,0.77,22.49,0.81
bin_eventlogadm_vc352367.aig,3.32,4.62,32.59,2.75
bin_eventlogadm_vc352368.aig,95.26,5.06,36.34,5.29
bin_eventlogadm_vc352369.aig,3.47,2.43,35.24,2.21
bin_eventlogadm_vc352370.aig,148.61,9.35,48.73,10.59
bin_eventlogadm_vc352371.aig,414.78,8.27,53.33,9.84
bin_eventlogadm_vc352372.aig,106.14,4.6,41.5,7.43
bin_eventlogadm_vc352373.aig,99.96,7.96,40.02,10.47
bin_eventlogadm_vc352374.aig,7.61,8.25,107.27,4.61
bin_eventlogadm_vc352375.aig,4.57,3.47,159.42,6.32
bin_eventlogadm_vc352376.aig,104.84,6.1,174.29,2.45
bin_eventlogadm_vc352377.aig,5.27,3.61,190.75,4.99
bin_eventlogadm_vc352378.aig,88.79,6.7,184.53,7.5
bin_eventlogadm_vc352379.aig,67.01,4.0,174.72,5.68
bin_eventlogadm_vc352380.aig,3.25,4.72,197.91,4.71
bin_eventlogadm_vc352381.aig,405.36,1.84,151.29,2.69
bin_eventlogadm_vc352382.aig,304.32,2.86,209.85,1.8
bin_eventlogadm_vc352384.aig,3.41,6.69,176.94,4.51
bin_eventlogadm_vc352385.aig,277.56,7.77,192.93,2.67
bin_eventlogadm_vc352386.aig,179.75,2.24,158.51,4.69
bin_eventlogadm_vc352387.aig,5.77,4.75,166.79,9.9
bin_eventlogadm_vc352388.aig,67.34,2.3,170.75,4.02
bin_eventlogadm_vc352389.aig,1.72,3.16,219.92,7.8
bin_eventlogadm_vc352390.aig,3.41,3.17,162.87,4.74
bin_eventlogadm_vc352391.aig,310.69,7.51,250.93,19.61
bin_eventlogadm_vc352392.aig,5.71,6.39,213.61,11.54
bin_eventlogadm_vc352393.aig,5.57,3.37,114.84,9.26
bin_eventlogadm_vc352394.aig,4.45,9.09,177.33,11.12
bin_eventlogadm_vc352395.aig,365.46,8.1,162.65,10.49
bin_eventlogadm_vc352396.aig,3.03,2.93,139.63,5.38
bin_eventlogadm_vc352399.aig,1.68,1.68,87.46,1.88
bin_eventlogadm_vc352400.aig,1.59,2.01,76.21,1.87
bin_eventlogadm_vc352401.aig,4.19,5.34,165.88,11.24
bin_eventlogadm_vc352402.aig,4.52,7.43,160.53,10.84
bin_eventlogadm_vc352836.aig,0.39,0.32,37.4,0.33
bin_eventlogadm_vc352845.aig,0.49,0.49,46.09,0.53
bin_eventlogadm_vc352860.aig,71.58,3.26,112.14,4.34
bin_eventlogadm_vc352861.aig,277.03,3.55,96.15,4.75
bin_eventlogadm_vc352862.aig,1.14,1.15,54.4,1.92
bin_eventlogadm_vc352863.aig,1.06,1.25,58.85,1.11
bin_eventlogadm_vc352864.aig,1.18,1.68,46.84,1.99
bin_eventlogadm_vc352865.aig,1.36,1.0,54.59,1.37
bin_eventlogadm_vc352866.aig,1.33,0.94,52.6,1.01
bin_eventlogadm_vc352867.aig,4.26,3.4,72.58,3.75
bin_eventlogadm_vc352868.aig,366.39,3.02,84.81,4.41
bin_eventlogadm_vc352869.aig,3.73,2.23,81.87,2.77
bin_eventlogadm_vc352870.aig,3.2,3.22,92.85,4.18
bin_eventlogadm_vc352871.aig,91.46,2.44,86.07,4.55
bin_eventlogadm_vc352872.aig,368.06,6.47,92.93,4.49
bin_eventlogadm_vc352873.aig,489.91,7.93,95.09,10.05
bin_eventlogadm_vc352874.aig,3.17,3.05,74.34,3.4
bin_eventlogadm_vc352875.aig,113.31,5.03,63.67,8.51
bin_eventlogadm_vc352876.aig,5.34,3.95,95.68,6.3
bin_eventlogadm_vc352877.aig,100.27,3.18,81.95,6.11
bin_eventlogadm_vc352878.aig,306.89,2.42,72.96,3.76
bin_eventlogadm_vc352879.aig,393.56,5.71,66.86,5.68
bin_eventlogadm_vc352880.aig,344.99,4.54,85.14,11.43
bin_eventlogadm_vc352881.aig,369.36,7.41,70.0,4.44
bin_eventlogadm_vc352882.aig,2.71,4.3,88.55,4.62
bin_eventlogadm_vc352884.aig,2.96,4.3,131.77,7.16
bin_eventlogadm_vc352885.aig,4.67,5.6,130.63,6.76
bin_eventlogadm_vc352886.aig,2.87,4.16,133.81,5.5
bin_eventlogadm_vc352887.aig,2.55,5.46,133.0,6.79
bin_eventlogadm_vc352888.aig,1.8,2.01,112.16,2.35
bin_eventlogadm_vc352889.aig,211.05,3.56,143.11,4.04
bin_eventlogadm_vc352890.aig,298.6,5.3,160.91,13.41
bin_eventlogadm_vc352891.aig,343.2,6.89,167.12,10.8
bin_eventlogadm_vc352892.aig,4.24,5.48,163.44,7.08
bin_eventlogadm_vc352893.aig,5.87,12.06,200.89,16.89
bin_eventlogadm_vc352894.aig,375.66,5.98,177.65,6.81
bin_eventlogadm_vc352895.aig,341.95,5.33,162.16,10.66
bin_eventlogadm_vc352896.aig,2.27,4.23,162.31,7.17
bin_eventlogadm_vc352899.aig,4.41,2.8,103.3,2.06
bin_eventlogadm_vc352900.aig,3.19,2.54,97.61,1.87
bin_eventlogadm_vc352901.aig,3.89,6.3,185.69,17.68
bin_eventlogadm_vc352902.aig,3.85,7.62,208.19,9.97
bin_eventlogadm_vc354394.aig,0.08,0.08,0.08,0.0
bin_eventlogadm_vc354395.aig,0.04,0.06,0.11,0.0
bin_eventlogadm_vc354397.aig,0.05,0.07,0.07,0.0
bin_eventlogadm_vc354398.aig,0.12,0.06,0.07,0.0
bin_eventlogadm_vc354399.aig,0.04,0.05,0.09,0.0
bin_eventlogadm_vc354400.aig,0.07,0.04,0.1,0.0
bin_eventlogadm_vc354401.aig,0.55,0.05,0.13,0.0
bin_eventlogadm_vc354402.aig,0.56,0.04,0.12,0.0
bin_eventlogadm_vc354403.aig,0.05,0.07,0.08,0.0
bin_eventlogadm_vc354404.aig,0.05,0.05,0.12,0.0
bin_eventlogadm_vc354405.aig,0.04,0.04,0.14,0.0
bin_eventlogadm_vc354406.aig,0.04,0.05,0.04,0.0
bin_eventlogadm_vc354409.aig,0.68,0.66,84.79,0.71
bin_eventlogadm_vc354411.aig,1.3,0.89,101.43,1.17
bin_libmsrpc_vc1225139.aig,0.45,0.62,56.55,0.36
bin_libmsrpc_vc1225221.aig,0.75,1.01,91.8,0.5
bin_libmsrpc_vc1225253.aig,0.91,1.26,95.25,5.3
bin_libmsrpc_vc1225254.aig,1.14,1.3,95.24,2.09
bin_libmsrpc_vc1225263.aig,0.8,0.9,81.51,1.49
bin_libmsrpc_vc1225268.aig,0.96,1.0,110.64,2.13
bin_libmsrpc_vc1225272.aig,1.46,1.03,104.94,4.11
bin_libmsrpc_vc1225280.aig,0.53,1.15,85.4,1.77
bin_libmsrpc_vc1225282.aig,1.0,2.03,102.7,2.66
bin_libmsrpc_vc1225283.aig,2.5,1.06,96.72,3.28
bin_libmsrpc_vc1225284.aig,0.67,1.51,108.15,1.64
bin_libmsrpc_vc1225285.aig,1.17,1.81,126.5,2.91
bin_libmsrpc_vc1225286.aig,1.24,1.14,103.52,1.11
bin_libmsrpc_vc1225288.aig,1.67,1.52,101.64,3.23
bin_libmsrpc_vc1225289.aig,1.01,1.33,114.43,3.13
bin_libmsrpc_vc1225295.aig,1.66,1.74,101.43,2.35
bin_libmsrpc_vc1225296.aig,1.02,1.56,106.93,1.87
bin_libmsrpc_vc1225297.aig,41.79,2.06,112.33,2.06
bin_libmsrpc_vc1225299.aig,1.09,2.22,102.41,2.75
bin_libmsrpc_vc1225304.aig,1.05,1.42,105.05,2.47
bin_libmsrpc_vc1225305.aig,1.15,1.67,93.43,1.11
bin_libmsrpc_vc1225309.aig,1.21,1.7,104.82,3.17
bin_libmsrpc_vc1225310.aig,2.25,1.37,99.07,4.14
bin_libmsrpc_vc1225311.aig,0.96,1.39,102.02,1.77
bin_libmsrpc_vc1225312.aig,1.25,1.41,93.52,1.46
bin_libmsrpc_vc1225313.aig,1.27,1.05,105.67,3.6
bin_libmsrpc_vc1225314.aig,3.04,1.31,103.01,2.14
bin_libmsrpc_vc1225315.aig,1.36,1.62,102.02,3.26
bin_libmsrpc_vc1225316.aig,49.06,1.36,104.0,3.75
bin_libmsrpc_vc1225318.aig,1.04,1.06,94.68,3.13
bin_libmsrpc_vc1225320.aig,0.76,1.87,79.03,1.41
bin_libmsrpc_vc1225324.aig,0.77,0.95,66.07,0.81
bin_libmsrpc_vc1225330.aig,67.03,2.52,112.98,4.19
bin_libmsrpc_vc1225331.aig,2.4,3.7,113.59,7.06
bin_libmsrpc_vc1225332.aig,1.86,4.84,99.9,7.36
bin_libmsrpc_vc1225334.aig,2.37,4.84,118.59,2.54
bin_libmsrpc_vc1225335.aig,1.95,5.39,78.61,11.31
bin_libmsrpc_vc1225336.aig,1.73,3.21,39.86,4.22
bin_libmsrpc_vc1225337.aig,2.0,2.69,43.91,2.89
bin_libmsrpc_vc1225338.aig,1.71,1.88,58.99,9.46
bin_libmsrpc_vc1225339.aig,217.47,2.16,99.19,8.16
bin_libmsrpc_vc1225341.aig,1.77,3.24,80.12,17.81
bin_libmsrpc_vc1225342.aig,1.97,2.96,76.39,3.92
bin_libmsrpc_vc1225343.aig,1.92,3.15,77.44,5.73
bin_libmsrpc_vc1225344.aig,2.02,3.97,74.1,8.38
bin_libmsrpc_vc1225346.aig,2.48,5.84,87.85,1.7
bin_libmsrpc_vc1225347.aig,2.44,1.91,77.82,4.78
bin_libmsrpc_vc1225351.aig,78.99,3.06,76.66,2.73
bin_libmsrpc_vc1225353.aig,1.93,3.36,79.46,2.61
bin_libmsrpc_vc1225354.aig,2.34,2.52,94.63,8.42
bin_libmsrpc_vc1225377.aig,1.79,4.94,121.92,6.1
bin_libmsrpc_vc1225378.aig,53.92,2.95,74.88,3.04
bin_libmsrpc_vc1225379.aig,1.94,2.45,79.96,3.41
bin_libmsrpc_vc1225380.aig,3.02,3.81,97.79,2.93
bin_libmsrpc_vc1225381.aig,1.14,2.72,87.24,1.67
bin_libmsrpc_vc1225389.aig,2.09,2.08,107.26,1.59
bin_libmsrpc_vc1225390.aig,255.38,2.04,80.13,1.8
bin_libmsrpc_vc1225391.aig,2.77,3.24,79.15,2.55
bin_libmsrpc_vc1225392.aig,2.81,3.33,95.5,6.33
bin_libmsrpc_vc1225393.aig,251.15,2.62,74.75,4.34
bin_libmsrpc_vc1225394.aig,2.71,1.78,67.89,2.77
bin_libmsrpc_vc1225395.aig,2.84,3.06,79.88,2.23
bin_libmsrpc_vc1225396.aig,1.83,3.48,96.59,1.6
bin_libmsrpc_vc1225397.aig,2.44,2.53,94.49,6.05
bin_libmsrpc_vc1225399.aig,67.9,2.75,74.41,8.9
bin_libmsrpc_vc1225402.aig,1.56,5.02,98.66,3.37
bin_libmsrpc_vc1225403.aig,1.39,2.56,105.25,5.11
bin_libmsrpc_vc1225404.aig,82.93,2.84,113.93,3.89
bin_libmsrpc_vc1225405.aig,78.09,2.3,144.64,4.25
bin_libmsrpc_vc1225406.aig,3.32,2.08,132.05,7.42
bin_libmsrpc_vc1225408.aig,70.34,1.8,143.69,1.57
bin_libmsrpc_vc1225412.aig,2.05,3.42,193.77,3.69
bin_libmsrpc_vc1225431.aig,60.97,3.1,194.22,2.31
bin_libmsrpc_vc1225435.aig,1.94,3.77,211.06,4.53
bin_libmsrpc_vc1225454.aig,66.52,2.83,171.9,5.99
bin_libmsrpc_vc1225458.aig,2.04,3.09,191.27,1.43
bin_libmsrpc_vc1225601.aig,0.31,0.25,63.33,0.17
bin_libmsrpc_vc1225626.aig,0.46,0.37,71.45,0.2
bin_libmsrpc_vc1225628.aig,0.84,0.3,68.76,0.18
bin_libmsrpc_vc1225650.aig,0.62,0.46,83.98,0.23
bin_libmsrpc_vc1225717.aig,0.56,0.66,85.68,0.73
bin_libmsrpc_vc1225723.aig,0.61,0.67,94.27,0.38
bin_libmsrpc_vc1225745.aig,0.71,0.81,85.4,0.82
bin_libmsrpc_vc1225756.aig,0.94,0.94,106.32,1.08
bin_libmsrpc_vc1225761.aig,0.98,1.52,113.39,1.38
bin_libmsrpc_vc1225762.aig,0.88,1.16,102.32,1.4
bin_libmsrpc_vc1225767.aig,1.36,1.31,91.39,0.66
bin_libmsrpc_vc1225774.aig,0.92,1.26,116.58,1.74
bin_libmsrpc_vc1225775.aig,1.22,1.74,133.98,1.59
bin_libmsrpc_vc1225779.aig,1.15,1.7,120.24,0.68
bin_libmsrpc_vc1225781.aig,0.84,0.79,104.16,2.37
bin_libmsrpc_vc1225783.aig,1.25,1.02,110.26,2.72
bin_libmsrpc_vc1225785.aig,1.18,1.83,123.71,1.98
bin_libmsrpc_vc1225786.aig,1.23,1.15,106.81,3.4
bin_libmsrpc_vc1225787.aig,1.78,1.24,108.69,2.16
bin_libmsrpc_vc1225789.aig,0.9,1.62,80.1,2.73
bin_libmsrpc_vc1225790.aig,1.14,2.29,95.11,2.6
bin_libmsrpc_vc1225793.aig,0.96,2.32,73.82,2.21
bin_libmsrpc_vc1225799.aig,2.65,1.78,57.72,1.59
bin_libmsrpc_vc1225800.aig,36.5,1.08,53.03,3.76
bin_libmsrpc_vc1225801.aig,1.32,1.98,34.77,3.47
bin_libmsrpc_vc1225802.aig,2.07,1.05,37.33,1.98
bin_libmsrpc_vc1225806.aig,1.26,1.39,33.94,2.28
bin_libmsrpc_vc1225807.aig,0.88,0.97,33.46,1.39
bin_libmsrpc_vc1225808.aig,1.17,1.25,44.61,1.17
bin_libmsrpc_vc1225809.aig,2.11,1.72,52.41,2.96
bin_libmsrpc_vc1225810.aig,1.95,1.71,52.03,2.07
bin_libmsrpc_vc1225811.aig,131.62,2.06,57.31,3.62
bin_libmsrpc_vc1225813.aig,1.79,1.38,85.75,4.07
bin_libmsrpc_vc1225814.aig,2.44,1.8,93.25,4.32
bin_libmsrpc_vc1225815.aig,0.97,1.88,76.25,1.56
bin_libmsrpc_vc1225816.aig,1.08,1.23,55.76,1.26
bin_libmsrpc_vc1225817.aig,1.41,1.65,58.99,2.71
bin_libmsrpc_vc1225819.aig,1.66,1.19,58.19,1.35
bin_libmsrpc_vc1225820.aig,1.63,1.44,57.76,3.77
bin_libmsrpc_vc1225821.aig,1.43,1.91,59.0,2.0
bin_libmsrpc_vc1225824.aig,0.94,1.0,51.75,3.7
bin_libmsrpc_vc1225832.aig,2.38,3.68,89.68,4.57
bin_libmsrpc_vc1225833.aig,3.1,2.32,94.71,3.46
bin_libmsrpc_vc1225834.aig,1.97,1.98,83.61,5.01
bin_libmsrpc_vc1225835.aig,4.09,3.99,94.48,2.28
bin_libmsrpc_vc1225836.aig,3.33,2.77,83.43,3.38
bin_libmsrpc_vc1225838.aig,64.52,1.45,84.17,3.45
bin_libmsrpc_vc1225839.aig,58.42,2.94,83.17,3.19
bin_libmsrpc_vc1225840.aig,2.2,3.71,83.84,1.26
bin_libmsrpc_vc1225841.aig,1.79,5.11,92.55,13.14
bin_libmsrpc_vc1225842.aig,2.25,3.22,69.77,2.79
bin_libmsrpc_vc1225843.aig,1.22,2.49,74.28,1.97
bin_libmsrpc_vc1225845.aig,4.0,2.91,80.65,8.31
bin_libmsrpc_vc1225846.aig,2.74,1.7,86.04,1.5
bin_libmsrpc_vc1225847.aig,2.05,2.27,84.29,2.42
bin_libmsrpc_vc1225848.aig,3.5,6.12,96.81,4.01
bin_libmsrpc_vc1225849.aig,57.33,2.64,81.62,3.58
bin_libmsrpc_vc1225850.aig,253.45,2.42,102.76,4.73
bin_libmsrpc_vc1225851.aig,2.13,3.46,78.09,10.17
bin_libmsrpc_vc1225852.aig,1.41,2.17,97.38,7.25
bin_libmsrpc_vc1225853.aig,2.93,1.92,105.34,8.56
bin_libmsrpc_vc1225854.aig,2.21,4.1,108.63,2.33
bin_libmsrpc_vc1225855.aig,2.87,2.55,114.37,7.7
bin_libmsrpc_vc1225856.aig,2.03,2.01,101.12,6.98
bin_libmsrpc_vc1225857.aig,1.84,2.37,115.51,2.24
bin_libmsrpc_vc1225858.aig,2.0,3.35,100.19,1.89
bin_libmsrpc_vc1225881.aig,2.61,2.02,112.38,4.89
bin_libmsrpc_vc1225882.aig,2.08,2.81,129.75,6.12
bin_libmsrpc_vc1225883.aig,72.9,2.94,112.93,4.42
bin_libmsrpc_vc1225884.aig,66.15,4.29,80.03,6.84
bin_libmsrpc_vc1225885.aig,2.15,2.38,66.96,7.03
bin_libmsrpc_vc1225893.aig,222.08,3.25,92.28,2.08
bin_libmsrpc_vc1225894.aig,228.31,1.67,93.7,7.44
bin_libmsrpc_vc1225895.aig,3.4,3.19,79.17,2.66
bin_libmsrpc_vc1225896.aig,2.11,2.39,83.71,8.44
bin_libmsrpc_vc1225897.aig,234.64,4.24,84.9,2.46
bin_libmsrpc_vc1225898.aig,1.98,3.1,90.11,2.5
bin_libmsrpc_vc1225899.aig,76.79,4.44,107.9,7.97
bin_libmsrpc_vc1225900.aig,2.59,1.81,75.88,8.49
bin_libmsrpc_vc1225901.aig,2.34,1.68,86.76,2.2
bin_libmsrpc_vc1225903.aig,284.46,2.85,98.49,6.66
bin_libmsrpc_vc1225906.aig,1.69,2.52,80.97,2.08
bin_libmsrpc_vc1225907.aig,2.33,1.51,81.8,9.37
bin_libmsrpc_vc1225908.aig,2.18,2.41,109.21,2.97
bin_libmsrpc_vc1225909.aig,1.96,2.54,111.84,2.24
bin_libmsrpc_vc1225910.aig,1.47,1.81,106.89,5.9
bin_libmsrpc_vc1225912.aig,2.63,3.49,142.37,3.91
bin_libmsrpc_vc1225916.aig,1.58,1.79,125.74,1.5
bin_libmsrpc_vc1225935.aig,1.13,2.08,116.61,10.7
bin_libmsrpc_vc1225939.aig,3.87,2.15,130.66,3.79
bin_libmsrpc_vc1225958.aig,1.64,2.19,130.17,4.69
bin_libmsrpc_vc1225962.aig,2.48,2.54,97.42,1.15
bin_libmsrpc_vc1228427.aig,1.37,1.57,57.67,1.19
bin_libmsrpc_vc1228443.aig,0.67,1.33,75.64,1.23
bin_libmsrpc_vc1228446.aig,31.76,1.32,89.26,2.29
bin_libmsrpc_vc1228459.aig,1.13,2.24,84.92,4.21
bin_libmsrpc_vc1228462.aig,1.71,1.83,92.2,6.51
bin_libmsrpc_vc1228463.aig,30.67,1.04,77.97,1.76
bin_libmsrpc_vc1228470.aig,0.96,1.17,76.89,3.03
bin_libmsrpc_vc1228472.aig,1.59,1.13,113.46,3.07
bin_libmsrpc_vc1228474.aig,2.14,1.74,128.3,3.81
bin_libmsrpc_vc1228478.aig,1.89,1.64,101.39,4.09
bin_libmsrpc_vc1228479.aig,1.27,2.18,143.15,2.12
bin_libmsrpc_vc1228482.aig,1.18,1.2,135.62,2.72
bin_libmsrpc_vc1228486.aig,121.98,1.43,123.92,2.78
bin_libmsrpc_vc1228487.aig,1.78,0.93,110.65,3.18
bin_libmsrpc_vc1228489.aig,1.1,1.18,123.26,1.46
bin_libmsrpc_vc1228491.aig,44.59,1.76,129.82,2.81
bin_libmsrpc_vc1228492.aig,1.46,1.56,111.57,1.51
bin_libmsrpc_vc1228495.aig,1.02,1.04,119.29,0.84
bin_libmsrpc_vc1228503.aig,4.09,4.16,193.22,9.69
bin_libmsrpc_vc1228504.aig,1.62,1.51,164.07,4.42
bin_libmsrpc_vc1228505.aig,2.41,3.45,173.19,5.38
bin_libmsrpc_vc1228509.aig,1.56,1.43,161.95,6.97
bin_libmsrpc_vc1228510.aig,2.73,3.83,152.64,7.18
bin_libmsrpc_vc1228511.aig,2.72,2.64,185.38,6.12
bin_libmsrpc_vc1228512.aig,2.51,3.11,166.42,3.11
bin_libmsrpc_vc1228513.aig,2.93,1.87,163.12,6.55
bin_libmsrpc_vc1228514.aig,2.23,4.33,163.8,2.6
bin_libmsrpc_vc1228516.aig,2.5,3.15,177.22,4.93
bin_libmsrpc_vc1228517.aig,66.62,4.04,141.06,2.86
bin_libmsrpc_vc1228519.aig,3.08,4.86,143.39,13.49
bin_libmsrpc_vc1228520.aig,2.1,2.49,120.98,10.33
bin_libmsrpc_vc1228524.aig,2.63,1.92,104.25,5.23
bin_libmsrpc_vc1228527.aig,2.88,2.29,112.95,2.73
bin_libmsrpc_vc1228529.aig,4.3,7.43,125.2,8.94
bin_libmsrpc_vc1228552.aig,4.24,3.52,123.35,5.66
bin_libmsrpc_vc1228554.aig,2.18,4.07,135.4,2.84
bin_libmsrpc_vc1228555.aig,2.05,4.31,129.48,6.38
bin_libmsrpc_vc1228556.aig,77.13,2.02,106.12,18.38
bin_libmsrpc_vc1228564.aig,2.03,2.25,89.67,4.63
bin_libmsrpc_vc1228565.aig,3.24,3.09,116.69,3.04
bin_libmsrpc_vc1228566.aig,1.99,4.52,109.42,4.61
bin_libmsrpc_vc1228567.aig,69.45,5.02,103.88,3.79
bin_libmsrpc_vc1228568.aig,1.74,2.15,100.91,3.29
bin_libmsrpc_vc1228569.aig,3.38,2.25,95.52,3.06
bin_libmsrpc_vc1228570.aig,1.88,3.35,102.26,3.86
bin_libmsrpc_vc1228571.aig,50.25,2.28,108.72,5.44
bin_libmsrpc_vc1228572.aig,2.39,2.76,107.84,8.05
bin_libmsrpc_vc1228574.aig,75.77,2.63,116.18,2.54
bin_libmsrpc_vc1228577.aig,2.09,2.39,108.28,3.76
bin_libmsrpc_vc1228578.aig,1.54,1.57,76.88,5.4
bin_libmsrpc_vc1228579.aig,1.52,3.96,84.58,2.44
bin_libmsrpc_vc1228580.aig,2.35,4.11,81.37,1.61
bin_libmsrpc_vc1228581.aig,2.9,2.03,76.97,9.08
bin_libmsrpc_vc1228587.aig,1.21,2.4,72.28,3.27
bin_libmsrpc_vc1228606.aig,1.28,3.27,90.04,4.62
bin_libmsrpc_vc1228610.aig,2.25,3.37,89.69,5.03
bin_libmsrpc_vc1228629.aig,5.13,2.61,78.02,3.61
bin_libmsrpc_vc1228633.aig,2.76,3.28,76.16,5.59
bin_libmsrpc_vc1231902.aig,1.03,0.4,26.65,0.2
bin_libmsrpc_vc1231991.aig,0.78,0.6,35.68,0.97
bin_libmsrpc_vc1231995.aig,0.91,1.64,49.22,2.14
bin_libmsrpc_vc1232002.aig,1.54,1.11,50.48,2.15
bin_libmsrpc_vc1232007.aig,1.01,1.09,41.06,1.85
bin_libmsrpc_vc1232013.aig,1.26,1.18,52.33,1.33
bin_libmsrpc_vc1232021.aig,1.04,0.92,56.67,3.13
bin_libmsrpc_vc1232030.aig,0.98,1.35,46.9,2.4
bin_libmsrpc_vc1232034.aig,1.64,1.05,40.98,1.5
bin_libmsrpc_vc1232036.aig,47.34,1.73,39.48,5.52
bin_libmsrpc_vc1232037.aig,0.92,1.21,55.88,3.02
bin_libmsrpc_vc1232039.aig,1.15,2.0,50.46,3.02
bin_libmsrpc_vc1232045.aig,0.82,0.97,60.22,1.95
bin_libmsrpc_vc1232047.aig,1.73,1.12,63.54,2.42
bin_libmsrpc_vc1232052.aig,0.9,1.62,57.01,3.27
bin_libmsrpc_vc1232055.aig,0.83,1.17,62.7,1.98
bin_libmsrpc_vc1232056.aig,1.19,1.31,54.07,2.36
bin_libmsrpc_vc1232057.aig,1.63,0.88,55.19,2.24
bin_libmsrpc_vc1232059.aig,1.32,1.44,62.8,4.0
bin_libmsrpc_vc1232061.aig,1.2,1.11,69.54,4.12
bin_libmsrpc_vc1232064.aig,1.66,1.27,62.39,2.77
bin_libmsrpc_vc1232065.aig,1.05,0.99,55.29,2.26
bin_libmsrpc_vc1232066.aig,2.39,0.86,56.97,1.19
