filename,dprove,pdr,iimc,IC3
beemelpln3f1.aig,0.16,0.22,0.13,0.49
beemexit1b1.aig,77.32,84.83,7.62,54.74
beemexit1f1.aig,105.9,28.41,7.36,287.24
beemexit2b1.aig,108.7,1.43,2.81,7.58
beemexit2f1.aig,16.23,1.53,0.61,2.87
beemexit3b1.aig,57.52,26.19,45.08,50.58
beemexit3f1.aig,16.85,10.08,11.12,17.23
beemexit4b1.aig,failed,10.35,8.91,6.59
beemexit4f1.aig,failed,8.72,2.62,60.83
beemexit5b1.aig,104.12,47.09,26.04,22.61
beemexit5f1.aig,76.4,8.92,5.66,37.87
beemextnc1b1.aig,failed,1622.38,timeout,timeout
beemextnc1f1.aig,failed,timeout,2179.84,timeout
beemextnc2b1.aig,failed,2213.15,timeout,timeout
beemextnc2f1.aig,failed,timeout,965.68,timeout
beemextnc3b1.aig,failed,timeout,8.98,timeout
beemfish1b1.aig,18.46,1.59,1.56,7.88
beemfish1f1.aig,15.3,0.95,0.69,0.44
beemfish2b1.aig,0.16,0.14,0.29,0.14
beemfish2f1.aig,0.11,0.33,0.24,0.1
beemfish3b1.aig,0.15,0.17,0.5,0.53
beemfish3f1.aig,0.26,0.43,0.63,0.77
beemfish4b1.aig,failed,timeout,28.23,timeout
beemfish4f1.aig,11.29,6.69,23.22,54.42
beemfish5b1.aig,failed,0.34,0.3,0.44
beemfish5f1.aig,failed,2.31,0.46,7.57
beemfish6b1.aig,failed,timeout,40.03,timeout
beemfish6f1.aig,16.23,10.9,69.89,56.1
beemfish7b1.aig,failed,0.41,0.31,0.64
beemfish7f1.aig,failed,2.63,0.39,4.98
beemfrogs1b1.aig,failed,534.35,490.6,timeout
beemfrogs1f1.aig,failed,117.07,39.76,158.96
beemfrogs2b1.aig,failed,2.44,16.45,57.99
beemfrogs2f1.aig,failed,14.0,0.96,9.85
beemfrogs4b1.aig,failed,172.19,566.49,timeout
beemfrogs4f1.aig,failed,668.57,73.69,255.11
beemfrogs5b1.aig,23.24,3.51,3.56,376.5
beemfrogs5f1.aig,failed,timeout,0.49,72.62
beemfwt1b1.aig,128.91,1480.73,17.56,timeout
beemfwt1b2.aig,51.58,1502.28,12.05,timeout
beemfwt1b3.aig,25.89,1894.46,10.11,timeout
beemfwt1f1.aig,failed,timeout,140.38,timeout
beemfwt1f2.aig,12.71,27.43,4.25,2359.89
beemfwt1f3.aig,10.4,25.56,2.3,252.49
beemfwt2b1.aig,timeout,1610.81,20.41,timeout
beemfwt2b2.aig,9.64,1440.54,1.93,timeout
beemfwt2b3.aig,1.09,5.72,1.81,411.64
beemfwt2f1.aig,failed,742.55,10.38,2834.18
beemfwt2f2.aig,3.43,6.37,0.97,60.94
beemfwt2f3.aig,failed,timeout,10.23,463.62
beemfwt3b1.aig,failed,timeout,724.47,timeout
beemfwt3b2.aig,51.74,timeout,12.56,timeout
beemfwt3b3.aig,53.19,timeout,10.37,timeout
beemfwt3f1.aig,failed,timeout,30.67,timeout
beemfwt3f2.aig,13.35,9.37,3.56,1084.6
beemfwt3f3.aig,12.14,49.94,3.42,timeout
beemfwt4b1.aig,failed,timeout,1853.73,timeout
beemfwt4b2.aig,78.76,timeout,17.91,timeout
beemfwt4b3.aig,failed,timeout,82.02,timeout
beemfwt4f1.aig,failed,timeout,317.38,timeout
beemfwt4f2.aig,22.72,1073.85,6.19,timeout
beemfwt4f3.aig,failed,timeout,709.02,timeout
beemfwt5b2.aig,430.15,timeout,80.95,timeout
beemfwt5b3.aig,timeout,timeout,2073.33,timeout
beemfwt5f1.aig,failed,timeout,2897.13,timeout
beemfwt5f2.aig,120.68,timeout,18.38,timeout
beemgear1b1.aig,failed,1.24,6.8,8.36
beemgear1b2.aig,0.1,0.07,0.27,0.07
beemgear1b3.aig,0.21,0.14,0.24,0.23
beemgear1b4.aig,0.22,0.18,0.27,0.28
beemgear1f1.aig,failed,977.69,1.5,77.27
beemgear1f2.aig,0.07,8.77,0.18,2.35
beemgear1f3.aig,failed,47.29,0.19,13.71
beemgear1f4.aig,0.27,116.34,0.22,7.18
beemgear2b1.aig,failed,6.08,63.52,71.65
beemgear2b2.aig,0.24,0.08,0.25,0.15
beemgear2b3.aig,0.55,0.18,0.27,0.15
beemgear2b4.aig,0.19,0.11,0.27,0.23
beemgear2f1.aig,failed,timeout,47.19,3037.0
beemgear2f2.aig,0.11,12.55,0.82,1.53
beemgear2f3.aig,failed,7.58,0.21,8.29
beemgear2f4.aig,0.57,25.24,0.22,4.8
beemhanoi1b1.aig,failed,161.38,timeout,3257.8
beemhanoi1f1.aig,failed,timeout,58.85,timeout
beemiprot1b1.aig,0.07,0.09,0.82,0.06
beemiprot1f1.aig,0.05,0.14,0.15,0.08
beemiprot2b1.aig,0.14,0.08,0.15,0.03
beemiprot2f1.aig,0.06,0.08,0.13,0.03
beemiprot3b1.aig,0.6,0.08,0.34,0.09
beemiprot3f1.aig,0.05,0.09,0.17,0.19
beemiprot4b1.aig,0.07,0.07,0.24,0.06
beemiprot4f1.aig,0.68,0.09,0.13,0.03
beemiprot5b1.aig,0.1,0.09,0.42,0.05
beemiprot5f1.aig,0.05,0.12,0.2,0.18
beemiprot6b1.aig,0.1,0.09,0.42,0.1
beemiprot6f1.aig,0.05,0.14,0.17,0.11
beemiprot7b1.aig,0.09,0.09,0.39,0.08
beemiprot7f1.aig,0.73,0.1,0.19,0.25
beemkrebs1b1.aig,0.09,0.1,0.22,0.03
beemkrebs1f1.aig,0.06,0.75,0.13,0.24
beemkrebs2b1.aig,failed,0.12,0.32,0.26
beemkrebs2f1.aig,failed,timeout,0.28,timeout
beemkrebs3b1.aig,failed,127.42,17.0,33.03
beemkrebs3f1.aig,failed,timeout,0.96,timeout
beemkrebs4b1.aig,failed,timeout,2248.29,timeout
beemkrebs4f1.aig,failed,timeout,1036.09,timeout
beemlann1b1.aig,0.06,0.1,0.63,0.12
beemlann1f1.aig,failed,0.43,0.22,0.99
beemlann2b1.aig,failed,219.28,6.71,timeout
beemlann2f1.aig,18.94,3.32,2.44,26.44
beemlann3b1.aig,0.16,0.15,0.13,1.0
beemlann3f1.aig,failed,1.28,0.72,1.81
beemlann4b1.aig,failed,timeout,2168.57,timeout
beemlann4f1.aig,failed,timeout,979.8,timeout
beemlann5b1.aig,failed,timeout,565.69,timeout
beemlann5f1.aig,61.96,339.04,861.39,1373.19
beemlann6b1.aig,0.19,0.07,0.2,0.87
beemlann6f1.aig,failed,0.59,0.4,0.37
beemlann7b1.aig,failed,0.93,0.26,1242.35
beemlann7f1.aig,failed,1.99,1.44,2.68
beemlann8b1.aig,failed,0.11,0.75,2.24
beemlann8f1.aig,failed,1.07,1.87,0.68
beemldelec4b1.aig,failed,48.31,237.89,timeout
beemldelec5b1.aig,failed,153.99,808.7,timeout
beemldelec6b1.aig,failed,382.18,timeout,timeout
beemldfilt1b1.aig,157.92,7.4,3.96,52.33
beemldfilt1f1.aig,failed,259.62,8.33,239.37
beemldfilt2b1.aig,0.15,0.06,0.19,0.03
beemldfilt2f1.aig,failed,0.1,0.26,0.22
beemldfilt3b1.aig,failed,626.94,375.85,timeout
beemldfilt3f1.aig,failed,timeout,1181.77,timeout
beemldfilt4b1.aig,failed,160.84,11.27,475.6
beemldfilt4f1.aig,failed,54.98,51.14,165.09
beemldfilt6b1.aig,0.18,0.07,0.88,0.05
beemldfilt6f1.aig,failed,0.25,0.55,2.84
beemlifts1b1.aig,failed,1026.35,90.64,timeout
beemlifts2b1.aig,failed,657.16,80.26,timeout
beemlifts2f1.aig,failed,timeout,57.31,2534.81
beemlifts5b1.aig,failed,67.19,3462.09,2666.67
beemlifts5f1.aig,failed,timeout,129.83,timeout
beemlifts8b1.aig,failed,509.41,timeout,timeout
beemlifts8f1.aig,failed,timeout,824.98,timeout
beemlmprt1b1.aig,69.6,44.42,1.02,75.28
beemlmprt1f1.aig,17.41,1.1,1.85,8.81
beemlmprt2b1.aig,failed,4.56,0.24,15.87
beemlmprt2f1.aig,failed,1.31,1.09,16.15
beemlmprt3b1.aig,0.08,0.15,0.19,1.73
beemlmprt3f1.aig,failed,0.48,0.47,2.2
beemlmprt5b1.aig,failed,timeout,2.82,timeout
beemlmprt5f1.aig,19.06,5.76,3.8,26.49
beemlmprt6b1.aig,failed,23.14,0.63,106.18
beemlmprt6f1.aig,failed,1.8,1.11,28.12
beemlmprt7b1.aig,failed,timeout,6.77,timeout
beemlmprt7f1.aig,27.82,14.73,14.06,155.58
beemlmprt8b1.aig,failed,0.65,0.44,144.09
beemlmprt8f1.aig,failed,1.93,1.52,3.19
beemloyd1b1.aig,0.44,0.26,0.28,0.77
beemloyd1f1.aig,0.67,0.78,0.2,0.41
beemloyd2b1.aig,failed,8.55,10.25,23.3
beemloyd2f1.aig,failed,12.15,8.47,21.77
beemlptna1b1.aig,failed,1492.04,2.03,timeout
beemlptna1f1.aig,49.66,1.37,2.07,9.32
beemlptna2b1.aig,failed,676.79,1.71,timeout
beemlptna2f1.aig,28.37,1.52,2.06,7.5
beemlptna3b1.aig,0.09,0.08,0.31,0.74
beemlptna3f1.aig,failed,0.22,0.52,1.39
beemlptna4b1.aig,failed,timeout,6.92,timeout
beemlptna4f1.aig,43.7,3.34,4.72,60.86
beemlptna5b1.aig,failed,timeout,14.5,timeout
beemlptna5f1.aig,130.11,16.43,22.61,374.88
beemlup1b1.aig,0.82,0.1,0.31,0.02
beemlup1f1.aig,0.11,0.06,0.08,0.0
beemlup2b1.aig,1.76,0.1,1.26,0.06
beemlup2f1.aig,0.77,0.1,0.12,0.01
beemlup3b1.aig,2.81,1.0,1.17,0.06
beemlup3f1.aig,0.8,0.07,0.11,0.01
beemlup4b1.aig,3.1,0.09,1.72,0.08
beemlup4f1.aig,0.24,0.05,0.12,0.01
beemmcs1b1.aig,29.78,20.08,17.25,289.9
beemmcs1f1.aig,failed,3.63,1.51,4.62
beemmcs2b1.aig,37.47,5.32,0.28,5.38
beemmcs2f1.aig,22.68,0.51,0.26,0.92
beemmcs3b1.aig,failed,timeout,20.32,timeout
beemmcs3f1.aig,110.04,98.35,12.62,9.03
beemmcs4b1.aig,failed,145.04,0.63,timeout
beemmcs4f1.aig,27.02,1.02,0.69,8.77
beemmcs5f1.aig,failed,1642.69,7.29,25.96
beemmcs6b1.aig,failed,timeout,1.6,timeout
beemmcs6f1.aig,83.84,8.01,0.93,64.27
beemmsmie1b1.aig,54.88,32.9,2.76,115.61
beemmsmie1f1.aig,94.23,2.55,2.68,5.36
beemmsmie2b1.aig,0.07,0.13,0.45,0.03
beemmsmie2f1.aig,0.98,60.55,0.31,23.5
beemmsmie3b1.aig,failed,timeout,182.64,timeout
beemmsmie3f1.aig,180.66,67.18,timeout,1293.38
beemmsmie4b1.aig,failed,timeout,877.35,timeout
beemmsmie4f1.aig,failed,2120.5,timeout,timeout
beemndhm1b1.aig,0.21,0.11,1.52,1.71
beemndhm1b2.aig,0.16,1.84,0.93,3.65
beemndhm1b3.aig,0.13,1.87,0.86,3.62
beemndhm1b4.aig,0.23,0.15,0.87,1.95
beemndhm1f1.aig,0.18,2.84,0.52,2.07
beemndhm1f2.aig,0.12,4.43,0.5,3.07
beemndhm1f3.aig,0.14,4.4,0.5,2.92
beemndhm1f4.aig,0.15,1.54,0.5,2.42
beemndhm2b1.aig,0.45,6.44,2.12,25.48
beemndhm2b2.aig,failed,732.75,17.91,timeout
beemndhm2b3.aig,failed,638.17,18.07,timeout
beemndhm2b4.aig,0.24,0.37,2.04,1.07
beemndhm2f1.aig,0.24,28.29,1.05,18.98
beemndhm2f2.aig,7.61,25.36,2.38,66.43
beemndhm2f3.aig,3.93,24.56,2.39,55.85
beemndhm2f4.aig,0.17,33.48,1.0,33.21
beemndhm3b1.aig,0.91,7.38,2.56,1.15
beemndhm3b2.aig,failed,2244.7,28.67,timeout
beemndhm3b3.aig,failed,2204.46,27.58,timeout
beemndhm3b4.aig,0.39,2.02,3.46,0.94
beemndhm3f1.aig,0.31,26.66,1.36,45.92
beemndhm3f2.aig,76.71,40.2,2.7,105.41
beemndhm3f3.aig,59.89,40.22,3.52,108.41
beemndhm3f4.aig,0.37,17.81,1.31,38.77
beemndhm4b1.aig,0.52,5.78,4.17,5.06
beemndhm4b2.aig,failed,timeout,40.1,timeout
beemndhm4b3.aig,failed,timeout,45.06,timeout
beemndhm4b4.aig,0.4,0.64,4.08,3.46
beemndhm4f1.aig,0.38,57.19,1.66,91.09
beemndhm4f2.aig,12.3,81.73,5.69,238.05
beemndhm4f3.aig,12.36,79.78,5.32,262.46
beemndhm4f4.aig,0.34,25.52,1.58,101.16
beempgmprot1b1.aig,81.01,24.46,6.57,369.71
beempgmprot1b5.aig,failed,113.52,1378.54,2920.02
beempgmprot1f1.aig,6.3,0.21,7.27,0.26
beempgmprot1f5.aig,failed,timeout,343.38,timeout
beempgmprot2b1.aig,75.06,196.7,6.77,278.36
beempgmprot2f1.aig,3.26,0.33,6.82,0.25
beempgmprot3b1.aig,802.87,244.29,6.8,724.61
beempgmprot3b5.aig,failed,1175.81,timeout,timeout
beempgmprot3f1.aig,8.26,0.52,6.9,0.24
beempgmprot4b1.aig,445.09,34.12,31.16,377.78
beempgmprot4f1.aig,5.11,1.03,17.04,0.22
beempgmprot5b1.aig,failed,49.67,11.34,1125.34
beempgmprot5b5.aig,failed,379.24,timeout,timeout
beempgmprot5f1.aig,5.58,0.36,28.91,0.31
beempgmprot6b1.aig,failed,2367.9,15.23,1022.68
beempgmprot6b5.aig,failed,85.91,timeout,timeout
beempgmprot6f1.aig,5.45,0.43,9.33,0.3
beempgmprot7b1.aig,failed,1819.71,10.09,1677.05
beempgmprot7f1.aig,5.8,0.58,8.56,0.31
beempgmprot8b1.aig,failed,138.03,14.03,1416.24
beempgmprot8b5.aig,failed,118.11,timeout,timeout
beempgmprot8f1.aig,6.92,0.57,9.11,0.32
beempgsol1b1.aig,failed,1.2,1.26,2.19
beempgsol1f1.aig,0.1,101.84,0.09,133.24
beempgsol3f1.aig,failed,timeout,71.34,timeout
beempgsol5b1.aig,failed,55.61,262.53,timeout
beempgsol5f1.aig,0.47,timeout,0.8,timeout
beempgsol6b1.aig,failed,835.99,timeout,timeout
beempgsol6f1.aig,failed,timeout,3.75,timeout
beemprdcell1b1.aig,0.05,0.06,0.68,0.0
beemprdcell1f1.aig,0.05,0.04,0.06,0.0
beemprdcell2b1.aig,failed,0.23,0.17,1.83
beemprdcell2f1.aig,failed,563.96,2.08,82.62
beemprdcell3b1.aig,0.05,0.07,0.68,0.0
beemprdcell3f1.aig,0.1,0.05,0.07,0.0
beemprdcell4b1.aig,failed,0.25,0.23,2.23
beemprdcell4f1.aig,failed,1599.42,2.29,106.63
beemprdcell5b1.aig,0.11,0.05,0.62,0.01
beemprdcell5f1.aig,0.1,0.09,0.09,0.0
beemprdcell6b1.aig,0.09,0.06,0.07,0.01
beemprdcell6f1.aig,0.18,0.04,0.09,0.0
beemprng1b1.aig,0.98,19.91,41.36,8.99
beemprng1f1.aig,4.23,122.99,20.32,89.0
beemprng2b1.aig,0.21,1.17,28.0,1.54
beemprng2f1.aig,0.36,0.92,16.85,6.33
beemprots1b1.aig,0.04,0.05,0.08,0.01
beemprots1f1.aig,0.04,0.08,0.07,0.0
beemprots2b1.aig,0.07,0.04,0.08,0.01
beemprots2f1.aig,0.08,0.05,0.1,0.01
beemprots3b1.aig,0.07,0.05,0.11,0.02
beemprots3f1.aig,0.04,0.07,0.09,0.04
beemprots4b1.aig,0.06,0.04,0.11,0.01
beemprots4f1.aig,0.07,0.06,0.11,0.02
beemprots5b1.aig,0.07,0.05,0.12,0.01
beemprots5f1.aig,0.12,0.07,0.11,0.02
beemptrsn1b1.aig,53.21,20.67,3.81,968.11
beemptrsn1f1.aig,32.19,3.56,2.43,5.16
beemptrsn2b1.aig,0.07,0.13,0.18,0.82
beemptrsn2f1.aig,failed,0.13,0.62,0.64
beemptrsn3b1.aig,0.06,0.05,0.18,0.04
beemptrsn3f1.aig,failed,0.13,0.25,0.19
beemptrsn4b1.aig,failed,timeout,23.51,timeout
beemptrsn4f1.aig,failed,199.99,39.56,86.76
beemptrsn5b1.aig,0.17,0.41,0.89,3.46
beemptrsn5f1.aig,failed,1.51,1.8,1.68
beemptrsn6b1.aig,0.06,0.07,0.95,0.14
beemptrsn6f1.aig,failed,0.62,0.55,2.15
beemptrsn7b1.aig,failed,timeout,236.84,timeout
beemptrsn7f1.aig,failed,timeout,1029.84,2424.31
beemresist1b1.aig,0.48,0.05,0.87,0.01
beemresist1b2.aig,0.6,0.09,0.34,0.01
beemresist1b3.aig,0.64,0.1,0.35,0.02
beemresist1f1.aig,0.18,0.07,0.18,0.0
beemresist1f2.aig,0.21,0.05,0.18,0.0
beemresist1f3.aig,0.25,0.05,0.16,0.01
beemresist2b1.aig,0.05,0.05,0.5,0.02
beemresist2b2.aig,0.57,0.07,0.46,0.03
beemresist2b3.aig,0.6,0.08,0.47,0.03
beemresist2f1.aig,0.05,0.04,0.2,0.01
beemresist2f2.aig,0.86,0.05,0.21,0.01
beemresist2f3.aig,0.25,0.08,0.22,0.0
beemrether1b1.aig,failed,143.52,7.27,4.84
beemrether1f1.aig,155.69,3.68,1.85,3.72
beemrether2b1.aig,failed,477.16,12.04,30.36
beemrether2f1.aig,128.28,5.92,6.84,6.83
beemrether3b1.aig,failed,timeout,67.14,timeout
beemrether3f1.aig,failed,timeout,timeout,143.51
beemrether4b1.aig,failed,12.5,87.21,106.88
beemrether4f1.aig,failed,timeout,22.0,timeout
beemrether5b1.aig,failed,timeout,3280.02,timeout
beemrether5f1.aig,failed,timeout,timeout,321.01
beemrether6b1.aig,failed,5.79,95.57,120.41
beemrether6f1.aig,failed,timeout,20.21,timeout
beemrether7b1.aig,failed,timeout,55.78,timeout
beemrether7f1.aig,failed,timeout,timeout,2841.92
beemrshr1b1.aig,failed,280.1,17.83,600.32
beemrshr1f1.aig,failed,timeout,4.89,timeout
beemrshr2b1.aig,failed,557.36,34.97,1266.56
beemrshr2f1.aig,failed,timeout,23.71,timeout
beemrshr3b1.aig,failed,timeout,15.38,1810.04
beemrshr3f1.aig,14.88,timeout,4.13,1384.36
beemrshr4b1.aig,875.24,timeout,37.44,timeout
beemrshr4f1.aig,failed,timeout,7.73,807.16
beemrwtrs1b1.aig,0.15,0.05,0.14,0.01
beemrwtrs1f1.aig,0.2,0.14,0.1,0.2
beemrwtrs2b1.aig,failed,timeout,313.96,timeout
beemrwtrs2f1.aig,5.08,timeout,2.13,timeout
beemrwtrs3b1.aig,0.04,0.08,0.57,0.02
beemrwtrs3f1.aig,failed,0.46,0.47,0.68
beemschdwrld1b1.aig,0.06,0.06,0.12,0.04
beemschdwrld1f1.aig,0.07,0.08,0.11,0.01
beemschdwrld2b1.aig,0.06,0.06,0.15,0.03
beemschdwrld2f1.aig,0.08,0.06,0.1,0.01
beemschdwrld3b1.aig,0.05,0.06,0.16,0.04
beemschdwrld3f1.aig,0.1,0.07,0.1,0.0
beemskbn1f1.aig,failed,timeout,34.16,2496.05
beemskbn2b1.aig,failed,timeout,1488.45,timeout
beemskbn2f1.aig,failed,3234.93,39.37,timeout
beemskbn3b1.aig,184.21,27.16,26.27,4.06
beemskbn3f1.aig,400.52,1.42,4.66,1.12
beemsnpse1b1.aig,3.77,3.17,2.94,73.61
beemsnpse1f1.aig,failed,10.46,2.05,243.63
beemsnpse2b1.aig,90.07,29.2,47.3,614.34
beemsnpse2f1.aig,96.09,9.7,7.23,233.07
beemsnpse3b1.aig,191.59,23.05,104.38,549.38
beemsnpse3f1.aig,118.28,7.16,6.02,201.1
beemsnpse4b1.aig,148.34,17.55,95.4,564.75
beemsnpse4f1.aig,111.88,11.51,7.18,243.67
beemsnpse5b1.aig,failed,38.98,12.18,229.1
beemsnpse5f1.aig,failed,718.15,14.03,timeout
beemsnpse6b1.aig,failed,533.75,2253.16,timeout
beemsnpse6f1.aig,failed,202.71,251.4,timeout
beemsnpse7b1.aig,failed,378.66,1710.66,timeout
beemsnpse7f1.aig,failed,610.9,211.94,timeout
beemszmsk1b1.aig,failed,1007.73,17.1,timeout
beemszmsk1f1.aig,43.76,98.47,18.71,71.94
beemszmsk2b1.aig,0.78,0.2,0.41,1.71
beemszmsk2f1.aig,failed,3.4,0.38,1.96
beemszmsk3b1.aig,failed,timeout,285.73,timeout
beemszmsk3f1.aig,failed,timeout,488.76,985.14
beemszmsk4b1.aig,0.79,2.31,1.18,5.8
beemszmsk4f1.aig,failed,0.63,0.68,6.35
beemtlphn1b1.aig,0.16,2.01,1.54,9.89
beemtlphn1f1.aig,failed,1.83,1.38,4.47
beemtlphn2b1.aig,failed,3577.72,46.52,timeout
beemtlphn2f1.aig,84.19,5.06,3.79,8.23
beemtlphn3b1.aig,0.16,2.04,0.84,29.99
beemtlphn3f1.aig,failed,6.48,1.52,11.75
beemtlphn4b1.aig,failed,timeout,298.98,timeout
beemtlphn4f1.aig,49.54,24.49,22.59,54.03
beemtlphn5b1.aig,failed,timeout,445.58,timeout
beemtlphn5f1.aig,94.09,30.87,55.72,119.69
beemtlphn6b1.aig,0.29,3.23,1.44,35.54
beemtlphn6f1.aig,failed,33.53,5.13,102.39
beemtlphn7b1.aig,0.4,11.86,1.46,77.72
beemtlphn7f1.aig,failed,17.34,6.1,228.82
beemtlphn8b1.aig,0.29,5.96,1.7,7.14
beemtlphn8f1.aig,failed,209.24,5.56,79.77
beemtrngt1b1.aig,failed,0.48,0.7,5.13
beemtrngt1f1.aig,failed,0.9,0.47,2.51
beemtrngt2b1.aig,177.85,2.67,0.34,1104.47
beemtrngt2f1.aig,2.89,3.3,0.46,0.94
beemtrngt3b1.aig,failed,3.22,6.13,21.79
beemtrngt3f1.aig,failed,558.67,8.91,123.04
beemtrngt4b1.aig,111.09,53.87,1.51,timeout
beemtrngt4f1.aig,2.84,0.75,0.68,0.75
beemtrngt5b1.aig,failed,8.17,33.97,447.81
beemtrngt5f1.aig,failed,timeout,18.19,2396.49
beemtrngt6b1.aig,203.9,50.81,2.02,timeout
beemtrngt6f1.aig,6.08,8.98,1.2,0.22
beemtrngt7b1.aig,failed,563.03,2.72,timeout
beemtrngt7f1.aig,5.89,2.77,1.58,7.52
bgpd_bgpd_vc75770.aig,0.22,0.25,12.83,0.12
bgpd_bgpd_vc75771.aig,0.23,0.26,12.67,0.11
bgpd_bgpd_vc75772.aig,0.22,0.23,12.25,0.11
bgpd_bgpd_vc76166.aig,0.49,0.48,16.57,0.75
bgpd_bgpd_vc76167.aig,0.54,0.47,16.65,0.64
bgpd_bgpd_vc76168.aig,0.51,0.45,16.9,0.61
bgpd_bgpd_vc76751.aig,0.47,0.44,16.74,0.24
bgpd_bgpd_vc76752.aig,0.46,0.45,16.63,0.24
bgpd_bgpd_vc76753.aig,0.47,0.44,16.92,0.23
bin_eventlogadm_vc330950.aig,0.81,0.35,14.19,0.15
bin_eventlogadm_vc330965.aig,0.5,0.4,14.83,0.61
bin_eventlogadm_vc330966.aig,0.41,0.5,14.34,0.17
bin_eventlogadm_vc330967.aig,0.71,0.4,15.39,0.21
bin_eventlogadm_vc330973.aig,0.55,0.46,15.46,0.24
bin_eventlogadm_vc330976.aig,0.43,0.43,14.81,0.2
bin_eventlogadm_vc330978.aig,0.54,0.47,16.11,0.21
bin_eventlogadm_vc330979.aig,0.42,0.4,15.02,0.18
bin_eventlogadm_vc330980.aig,0.4,0.39,14.96,0.18
bin_eventlogadm_vc330981.aig,0.59,0.46,15.76,0.6
bin_eventlogadm_vc330983.aig,0.43,0.4,14.84,0.19
bin_eventlogadm_vc330984.aig,0.52,0.44,15.82,0.61
bin_eventlogadm_vc330985.aig,0.67,0.43,15.82,0.61
bin_eventlogadm_vc330990.aig,0.58,0.46,15.81,0.29
bin_eventlogadm_vc330993.aig,0.41,0.4,15.12,0.63
bin_eventlogadm_vc331000.aig,0.66,0.47,15.83,0.22
bin_eventlogadm_vc331001.aig,0.64,0.55,16.6,0.88
bin_eventlogadm_vc331002.aig,0.59,0.48,16.52,0.47
bin_eventlogadm_vc331003.aig,0.66,0.48,16.12,0.65
bin_eventlogadm_vc331007.aig,0.96,0.46,15.93,0.87
bin_eventlogadm_vc331008.aig,1.32,0.65,17.11,0.36
bin_eventlogadm_vc331009.aig,0.54,0.51,16.23,0.25
bin_eventlogadm_vc331014.aig,0.36,0.48,17.07,0.64
bin_eventlogadm_vc331016.aig,0.46,0.57,17.14,0.66
bin_eventlogadm_vc331020.aig,0.47,0.58,16.86,0.95
bin_eventlogadm_vc331021.aig,0.53,0.61,17.01,2.0
bin_eventlogadm_vc331024.aig,0.68,0.57,16.99,0.27
bin_eventlogadm_vc331025.aig,0.5,0.49,16.54,0.23
bin_eventlogadm_vc331034.aig,1.29,1.19,18.13,0.74
bin_eventlogadm_vc331042.aig,0.57,0.52,16.49,0.25
bin_eventlogadm_vc331044.aig,0.46,0.97,18.55,1.06
bin_eventlogadm_vc331045.aig,0.68,0.87,20.88,0.5
bin_eventlogadm_vc331046.aig,0.94,0.73,20.04,1.51
bin_eventlogadm_vc331049.aig,80.86,1.01,21.2,3.63
bin_eventlogadm_vc331052.aig,1.08,0.98,19.11,1.7
bin_eventlogadm_vc331054.aig,0.68,0.74,20.37,0.85
bin_eventlogadm_vc331060.aig,0.76,0.67,20.21,1.8
bin_eventlogadm_vc331062.aig,1.71,0.75,20.76,1.37
bin_eventlogadm_vc331064.aig,1.43,0.96,20.58,2.01
bin_eventlogadm_vc331067.aig,1.42,0.95,20.35,1.28
bin_eventlogadm_vc331068.aig,0.76,1.03,20.5,0.63
bin_eventlogadm_vc331069.aig,0.7,1.0,21.22,1.3
bin_eventlogadm_vc331075.aig,0.75,0.84,19.56,1.31
bin_eventlogadm_vc331076.aig,0.9,0.56,20.07,0.5
bin_eventlogadm_vc331077.aig,1.09,0.85,19.76,1.36
bin_eventlogadm_vc331078.aig,0.99,1.02,18.86,0.53
bin_eventlogadm_vc331079.aig,0.5,0.78,19.53,0.69
bin_eventlogadm_vc331082.aig,21.44,1.02,20.39,0.9
bin_eventlogadm_vc331085.aig,1.07,1.16,21.52,2.57
bin_eventlogadm_vc331086.aig,1.26,1.79,23.49,0.65
bin_eventlogadm_vc331088.aig,1.01,1.29,19.45,1.96
bin_eventlogadm_vc331089.aig,0.75,0.76,18.55,1.35
bin_eventlogadm_vc331090.aig,1.04,0.75,20.99,1.68
bin_eventlogadm_vc331091.aig,0.97,0.93,19.89,0.37
bin_eventlogadm_vc331092.aig,0.88,1.16,24.67,1.65
bin_eventlogadm_vc331094.aig,31.63,1.21,23.77,2.95
bin_eventlogadm_vc331096.aig,2.0,1.96,24.9,1.17
bin_eventlogadm_vc331097.aig,1.52,1.3,23.55,0.99
bin_eventlogadm_vc331098.aig,0.94,1.46,23.86,2.77
bin_eventlogadm_vc331099.aig,2.14,1.47,26.12,0.8
bin_eventlogadm_vc331100.aig,0.87,0.84,23.45,1.52
bin_eventlogadm_vc331101.aig,1.07,2.03,26.41,1.8
bin_eventlogadm_vc331102.aig,1.56,2.13,24.61,2.2
bin_eventlogadm_vc331103.aig,0.98,1.11,23.24,2.96
bin_eventlogadm_vc331105.aig,1.84,1.51,22.92,1.94
bin_eventlogadm_vc331106.aig,1.45,0.85,21.8,0.97
bin_eventlogadm_vc331107.aig,0.94,1.32,22.46,2.75
bin_eventlogadm_vc331109.aig,1.0,1.11,22.07,1.75
bin_eventlogadm_vc331110.aig,1.45,0.92,23.37,1.58
bin_eventlogadm_vc331112.aig,0.55,1.47,20.98,1.49
bin_eventlogadm_vc331113.aig,1.58,0.96,23.02,2.2
bin_eventlogadm_vc331114.aig,1.87,1.15,21.63,1.8
bin_eventlogadm_vc331115.aig,1.01,1.11,38.76,4.16
