filename,dprove,pdr,iimc,IC3
cvs_vc105458.aig,0.63,1.36,24.41,0.58
bin_libsmbsharemodes_vc5221.aig,0.34,0.2,54.35,0.08
ext_con_044_004_0128.aig,timeout,1509.52,timeout,timeout
innfeed_innfeed_vc37224.aig,0.73,1.25,39.74,0.66
ext_con_048_001_0512.aig,1.64,1.6,2.68,2.08
ext_con_028_001_0512.aig,0.1,0.16,0.65,0.23
bin_libsmbsharemodes_vc7286.aig,0.54,0.46,45.41,0.19
bin_libsmbsharemodes_vc7714.aig,1.71,3.92,160.85,5.44
a121test0001.aig,0.03,0.04,0.03,0.0
eijks953.aig,0.24,0.42,1.98,0.28
ext_con_016_001_0016.aig,0.07,0.07,0.14,0.02
convert-jpg2gif-query-1617.aig,0.93,1.11,61.43,1.09
beemlmprt2f1.aig,failed,1.31,1.09,16.15
nnrpd_nnrpd_vc20512.aig,1.31,1.03,30.79,0.82
bin_libmsrpc_vc1228491.aig,44.59,1.76,129.82,2.81
convert-jpg2gif-query-1211.aig,0.04,0.05,0.08,0.0
bin_libsmbsharemodes_vc7133.aig,1.15,1.33,96.71,2.64
bin_eventlogadm_vc351388.aig,482.11,4.34,39.53,9.65
innfeed_innfeed_vc37030.aig,0.72,0.81,50.81,0.41
bin_libsmbsharemodes_vc6265.aig,1.21,1.31,36.94,2.01
bin_libmsrpc_vc1232057.aig,1.63,0.88,55.19,2.24
bin_libsmbsharemodes_vc6332.aig,1.07,1.58,128.4,1.44
bin_libsmbsharemodes_vc7727.aig,2.27,3.15,130.45,0.85
bin_eventlogadm_vc331242.aig,5.0,4.95,63.42,23.63
beemcmbrdg1b1.aig,failed,timeout,1174.93,timeout
ext_con_004_001_0256.aig,0.11,0.05,0.08,0.0
beemschdwrld3f1.aig,0.1,0.07,0.1,0.0
simple_processors_008_002_0016.aig,9.72,7.48,179.8,49.64
bin_eventlogadm_vc331100.aig,0.87,0.84,23.45,1.52
bitops3.aig,0.08,0.98,0.07,0.01
convert-jpg2gif-query-1339.aig,0.05,0.08,0.07,0.0
convert-jpg2gif-query-1564.aig,0.42,0.82,49.23,0.41
isqrtadd.aig,118.94,304.28,timeout,1309.3
beemdrvphls3f1.aig,0.58,0.05,0.13,0.01
eijk.S510.S.aig,1.08,3.72,2.47,1.83
lfsr_002_095_032.aig,0.55,1.92,32.71,3.68
simple_processors_004_004_0004.aig,1.96,3.64,2.09,3.63
bin_libsmbsharemodes_vc4319.aig,3.23,3.3,154.13,3.08
bitrev0512.aig,0.05,0.06,0.04,0.0
ext_con_004_064_1024.aig,0.27,0.47,13.36,2.32
bin_libsmbclient_vc1225221.aig,2.3,1.6,79.67,2.26
bin_libmsrpc_vc1225312.aig,1.25,1.41,93.52,1.46
nnrpd_nnrpd_vc21220.aig,1.09,1.61,45.32,2.24
bin_eventlogadm_vc352896.aig,2.27,4.23,162.31,7.17
ext_con_032_004_1024.aig,1703.84,842.08,timeout,timeout
convert-jpg2gif-query-1575.aig,0.56,0.77,44.92,0.34
nnrpd_nnrpd_vc21633.aig,0.41,1.17,109.2,0.66
simple_processors_006_004_0032.aig,2087.61,timeout,timeout,timeout
convert-jpg2gif-query-1156.aig,0.07,0.06,1.48,0.01
bin_libsmbsharemodes_vc6301.aig,71.35,0.97,112.91,1.73
convert-jpg2gif-query-1160.aig,0.06,0.05,1.61,0.0
bin_libmsrpc_vc1225790.aig,1.14,2.29,95.11,2.6
ext_con_008_008_0032.aig,0.06,0.06,0.11,0.05
ext_con_024_128_0512.aig,timeout,6.1,497.98,21.5
convert-jpg2gif-query-1631.aig,0.05,0.05,0.07,0.0
bin_libmsrpc_vc1225762.aig,0.88,1.16,102.32,1.4
lfsr_002_143_128.aig,393.43,102.83,timeout,397.45
ext_con_020_016_0128.aig,1075.86,177.72,timeout,timeout
bin_libsmbsharemodes_vc5806.aig,0.81,0.95,53.78,1.61
innfeed_innfeed_vc36461.aig,0.8,0.71,71.28,0.75
convert-jpg2gif-query-1159.aig,0.7,0.04,1.61,0.0
a693test0031.aig,0.06,0.04,0.04,0.0
beemrshr3b1.aig,failed,timeout,15.38,1810.04
nnrpd_nnrpd_vc21655.aig,0.67,0.53,83.92,0.53
beemelev5f1.aig,2.58,0.86,0.57,0.21
bin_libsmbsharemodes_vc7116.aig,1.06,1.18,67.19,2.18
bin_libsmbsharemodes_vc6259.aig,1.8,1.81,69.57,1.96
minand016.aig,0.14,0.16,0.26,0.07
bin_libsmbclient_vc1225257.aig,1.9,2.49,64.85,2.19
bj08amba2g4f3.aig,failed,4.68,13.28,9.03
beemrether7b1.aig,failed,timeout,55.78,timeout
bin_libmsrpc_vc1225838.aig,64.52,1.45,84.17,3.45
convert-jpg2gif-query-2136.aig,0.06,0.07,0.05,0.0
bin_libmsrpc_vc1228587.aig,1.21,2.4,72.28,3.27
6s403rb1342.aig,2.09,0.95,2.5,3.64
ext_con_012_032_0128.aig,84.66,0.17,3.21,timeout
bitvec1.aig,0.11,0.04,0.12,0.0
bin_libmsrpc_vc1225717.aig,0.56,0.66,85.68,0.73
a438test0001.aig,0.04,0.04,0.03,0.0
beemat6f1.aig,failed,10.35,3.6,22.52
beemprots4f1.aig,0.07,0.06,0.11,0.02
a413test0011.aig,0.07,0.04,0.04,0.0
ext_con_008_004_1024.aig,2.35,0.19,1116.27,412.92
convert-jpg2gif-query-1310.aig,0.06,0.04,0.08,0.0
eijk.S208o.S.aig,0.06,0.07,0.1,0.02
ext_con_036_128_0512.aig,timeout,8.93,timeout,timeout
convert-jpg2gif-query-1513.aig,0.07,0.04,0.08,0.0
simple_processors_002_002_0016.aig,0.19,0.09,0.18,0.14
bin_libsmbsharemodes_vc6331.aig,2.36,1.28,124.6,4.8
a208test0005.aig,0.07,0.03,0.03,0.0
bin_libsmbsharemodes_vc7131.aig,1.46,1.78,86.4,2.63
a222test0008.aig,0.05,0.03,0.03,0.0
nnrpd_nnrpd_vc20423.aig,0.82,0.72,31.29,0.45
bin_libsmbclient_vc1228503.aig,1.92,4.78,53.99,6.02
beemlup1b1.aig,0.82,0.1,0.31,0.02
ext_con_012_004_0128.aig,9.41,2.99,timeout,timeout
oski15a14b22s.aig,110.4,timeout,timeout,timeout
lfsr_004_159_064.aig,267.0,67.84,1334.97,146.53
cvs_vc105439.aig,0.34,1.01,24.39,0.58
ext_con_036_002_0016.aig,0.06,0.08,0.28,0.09
beemndhm2b3.aig,failed,638.17,18.07,timeout
beemmsmie1b1.aig,54.88,32.9,2.76,115.61
bin_eventlogadm_vc331144.aig,1.01,1.11,25.34,3.28
bin_eventlogadm_vc331092.aig,0.88,1.16,24.67,1.65
bin_libsmbsharemodes_vc5751.aig,0.64,0.76,46.94,0.95
ext_con_048_001_1024.aig,1.8,1.74,2.68,2.19
bin_eventlogadm_vc352869.aig,3.73,2.23,81.87,2.77
a486test0024.aig,0.04,0.04,0.05,0.0
lfsr_008_047_080.aig,841.79,426.16,timeout,1650.74
bin_eventlogadm_vc331097.aig,1.52,1.3,23.55,0.99
beemdrvphls1b1.aig,0.09,0.07,0.47,0.07
bin_libsmbsharemodes_vc6291.aig,1.31,1.38,85.21,2.28
bj08amba5g62.aig,1.73,0.14,6.46,0.35
bin_libsmbclient_vc1225207.aig,0.84,1.78,106.05,1.13
bin_libmsrpc_vc1228486.aig,121.98,1.43,123.92,2.78
a188test0016.aig,0.04,0.03,0.02,0.0
bin_libmsrpc_vc1228580.aig,2.35,4.11,81.37,1.61
minor016.aig,0.07,0.09,0.16,0.09
bin_libsmbclient_vc1225161.aig,0.83,1.75,108.59,1.73
a488test0023.aig,0.03,0.04,0.05,0.0
beemtrngt2b1.aig,177.85,2.67,0.34,1104.47
bin_libmsrpc_vc1225318.aig,1.04,1.06,94.68,3.13
ext_con_024_001_0032.aig,0.16,0.13,0.2,0.12
bin_libsmbsharemodes_vc6315.aig,0.88,1.33,153.18,1.0
eijk.S1238.S.aig,0.31,0.09,0.45,0.07
simple_processors_006_003_0008.aig,8.46,12.84,507.81,251.07
convert-jpg2gif-query-1577.aig,0.07,0.04,0.07,0.0
convert-jpg2gif-query-1404.aig,0.15,0.17,23.11,0.09
bin_libsmbsharemodes_vc6183.aig,0.97,0.98,77.39,1.95
a481test0001.aig,0.04,0.04,0.06,0.0
beemcoll6b1.aig,failed,timeout,87.75,timeout
innfeed_imapfeed_vc24636.aig,0.72,0.87,84.25,0.64
lfsr_002_159_112.aig,95.63,38.63,309.87,105.17
a423test0008.aig,0.03,0.04,0.05,0.0
bin_libsmbsharemodes_vc7069.aig,0.86,0.93,37.52,2.11
convert-jpg2gif-query-1349.aig,0.18,0.06,0.08,0.0
bin_libsmbsharemodes_vc4232.aig,0.27,0.27,23.95,0.29
convert-jpg2gif-query-1207.aig,0.08,0.16,20.18,0.11
bin_libmsrpc_vc1225263.aig,0.8,0.9,81.51,1.49
bin_libsmbsharemodes_vc5848.aig,0.41,0.54,43.23,0.32
6s380b511.aig,0.38,1.03,3.18,8.47
bin_libmsrpc_vc1225900.aig,2.59,1.81,75.88,8.49
convert-jpg2gif-query-1171.aig,0.06,0.08,1.23,0.0
beemprots2f1.aig,0.08,0.05,0.1,0.01
smulov1bw04.aig,0.08,0.05,0.67,0.0
nusmv.tcas-t^4.B.aig,0.26,2.57,0.56,14.76
b265test0001.aig,0.03,0.04,0.02,0.0
nnrpd_nnrpd_vc21242.aig,1.51,2.93,84.28,1.06
bin_eventlogadm_vc331078.aig,0.99,1.02,18.86,0.53
eijk.S420.S.aig,0.11,18.9,0.75,0.31
beemblks3b1.aig,failed,86.72,21.45,31.03
lfsr_002_063_048.aig,5.2,1.42,49.87,6.28
bin_libmsrpc_vc1225320.aig,0.76,1.87,79.03,1.41
a79test0003.aig,0.03,0.03,0.02,0.0
a690test0028.aig,0.11,0.03,0.05,0.0
problem_6.aig,0.07,0.09,0.29,0.12
bin_libsmbclient_vc1228446.aig,3.71,2.03,108.3,4.71
bob2.aig,0.13,0.09,0.64,0.01
ext_con_044_064_0512.aig,timeout,23.53,timeout,timeout
convert-jpg2gif-query-1578.aig,0.44,0.73,51.3,0.35
bin_eventlogadm_vc331225.aig,2.48,1.93,38.09,2.98
bin_libsmbsharemodes_vc6274.aig,0.73,1.24,45.15,1.06
bin_libmsrpc_vc1225808.aig,1.17,1.25,44.61,1.17
bin_libsmbsharemodes_vc7689.aig,2.88,2.3,117.96,3.86
bin_eventlogadm_vc351379.aig,97.83,2.66,38.8,8.61
a697test0077.aig,0.03,0.03,0.03,0.0
ext_con_028_002_0064.aig,10.74,14.06,222.76,78.49
ext_con_016_256_1024.aig,timeout,11.49,384.26,30.64
ext_con_020_004_0032.aig,0.31,0.16,0.65,0.28
bitops5.aig,0.07,0.07,0.09,0.0
bin_libsmbsharemodes_vc7668.aig,1.86,2.44,86.08,4.16
bin_libsmbclient_vc1225263.aig,1.8,2.96,78.76,3.25
innfeed_innfeed_vc37260.aig,1.48,2.47,51.72,0.86
bin_libsmbclient_vc1225306.aig,2.83,2.89,48.56,8.34
lfsr_004_047_032.aig,5.32,2.8,46.32,8.57
bin_libsmbsharemodes_vc6202.aig,2.56,1.4,140.6,1.43
bin_libmsrpc_vc1225815.aig,0.97,1.88,76.25,1.56
beemrshr1f1.aig,failed,timeout,4.89,timeout
bin_libsmbsharemodes_vc7660.aig,1.96,4.1,140.64,6.36
bin_libsmbclient_vc1225741.aig,1.25,1.91,64.83,3.65
bin_eventlogadm_vc352873.aig,489.91,7.93,95.09,10.05
bin_eventlogadm_vc352370.aig,148.61,9.35,48.73,10.59
src_wget_vc17912.aig,2.13,12.09,53.07,1.49
src_wget_vc17914.aig,433.31,9.88,50.89,1.94
bin_eventlogadm_vc352864.aig,1.18,1.68,46.84,1.99
ext_con_040_004_0064.aig,537.24,142.34,timeout,timeout
bin_eventlogadm_vc331152.aig,1.48,0.94,24.71,2.44
lfsr_004_159_080.aig,365.38,70.99,1209.49,271.88
lfsr_004_159_048.aig,138.24,41.03,639.27,89.88
bin_libmsrpc_vc1228512.aig,2.51,3.11,166.42,3.11
beemndhm2f1.aig,0.24,28.29,1.05,18.98
simple_processors_004_002_0016.aig,1.62,0.66,1.75,1.22
vis.elevator^1.E.aig,0.15,0.06,0.22,0.01
beempgmprot8b5.aig,failed,118.11,timeout,timeout
ext_con_004_008_1024.aig,0.05,0.08,0.29,0.11
ext_con_028_016_0128.aig,1978.0,269.09,timeout,timeout
bin_libmsrpc_vc1225845.aig,4.0,2.91,80.65,8.31
bin_eventlogadm_vc331186.aig,135.33,4.56,47.43,6.93
bin_libsmbclient_vc1228442.aig,1.61,3.88,97.87,2.95
beemdrvphls4b1.aig,0.09,0.1,0.76,0.13
bin_eventlogadm_vc331007.aig,0.96,0.46,15.93,0.87
vis.elevator^2.E.aig,0.05,0.05,0.24,0.01
6s319r.aig,failed,timeout,534.21,timeout
lfsr_004_079_048.aig,32.37,15.66,224.1,52.57
bj08amba2g1.aig,0.1,0.06,0.09,0.0
a411test0047.aig,0.03,0.04,0.02,0.0
convert-jpg2gif-query-1389.aig,0.04,0.05,0.06,0.0
convert-jpg2gif-query-1347.aig,0.15,0.16,14.55,0.09
beembrptwo6b2.aig,failed,timeout,2173.34,timeout
bin_eventlogadm_vc334886.aig,1.5,1.97,25.26,2.51
bin_libsmbsharemodes_vc6228.aig,1.67,1.03,82.12,2.53
bin_eventlogadm_vc331165.aig,2.15,1.08,25.65,2.19
innd_innd_vc33745.aig,0.92,6.59,104.51,1.37
ext_con_008_016_0064.aig,0.05,0.06,0.33,12.12
lfsr_004_095_064.aig,54.63,29.33,492.72,65.64
beemcoll3f1.aig,270.22,20.02,6.18,51.09
bin_eventlogadm_vc351366.aig,0.73,1.11,33.83,0.97
ext_con_012_004_0512.aig,7.67,3.05,timeout,timeout
bin_libsmbsharemodes_vc7074.aig,0.87,0.88,36.09,0.89
bin_libmsrpc_vc1225935.aig,1.13,2.08,116.61,10.7
smulov4bw0640.aig,105.27,timeout,73.31,2.65
lfsr_002_159_032.aig,1.94,2.48,111.94,5.0
a698test0027.aig,0.03,0.04,0.03,0.0
convert-jpg2gif-query-1640.aig,0.03,0.05,0.11,0.0
lfsr_002_015_096.aig,124.01,42.55,348.34,168.27
bin_libmsrpc_vc1225601.aig,0.31,0.25,63.33,0.17
a651test0090.aig,0.04,0.03,0.02,0.0
beemgear2b1.aig,failed,6.08,63.52,71.65
lfsr_002_111_112.aig,86.53,16.25,269.66,60.28
beembkry7f1.aig,failed,268.25,2232.43,526.71
bin_eventlogadm_vc354405.aig,0.04,0.04,0.14,0.0
bin_libsmbsharemodes_vc4284.aig,0.46,0.43,37.8,0.22
beemfwt2b1.aig,timeout,1610.81,20.41,timeout
bitvec6.aig,0.04,0.06,0.11,0.0
a187test0009.aig,0.03,0.03,0.04,0.0
beemcmbrdg4f2.aig,failed,timeout,150.58,timeout
ext_con_032_002_0256.aig,35.95,115.49,813.83,874.46
bin_libsmbsharemodes_vc7675.aig,1.97,2.51,72.1,2.37
beemlup3f1.aig,0.8,0.07,0.11,0.01
convert-jpg2gif-query-1499.aig,0.04,0.04,0.07,0.0
convert-jpg2gif-query-1363.aig,0.16,0.16,15.74,0.1
bin_libsmbsharemodes_vc7089.aig,0.67,0.77,40.27,1.05
a685test0080.aig,0.04,0.04,0.04,0.0
ext_con_008_064_0512.aig,0.27,0.59,7.39,1.95
bin_libsmbclient_vc1225772.aig,2.16,3.04,77.74,4.13
a689test0069.aig,0.07,0.04,0.04,0.0
commute08.sf.aig,0.68,0.08,0.07,0.0
bin_eventlogadm_vc331062.aig,1.71,0.75,20.76,1.37
6s400rb07819.aig,0.71,0.3,0.83,1.26
problem_2.aig,0.07,0.06,1.14,0.01
convert-jpg2gif-query-1556.aig,0.27,0.61,37.88,0.25
bin_libmsrpc_vc1232129.aig,2.13,4.83,101.31,5.02
power2bit128.aig,1.44,0.1,0.13,0.26
bin_libsmbsharemodes_vc4314.aig,1.25,1.47,97.25,0.88
a5test0002.aig,0.03,0.04,0.02,0.0
convert-jpg2gif-query-1399.aig,0.04,0.05,0.06,0.0
bin_libsmbclient_vc1225214.aig,1.48,1.2,86.53,3.75
beembrptwo4f1.aig,failed,898.47,3.47,1730.05
bin_libsmbclient_vc1225736.aig,1.32,1.77,52.8,1.02
ext_con_004_016_0064.aig,0.06,0.06,0.14,0.06
src_wget_vc18169.aig,0.82,0.77,24.81,0.48
ext_con_004_002_0016.aig,0.09,0.06,0.09,0.0
bin_libsmbsharemodes_vc4786.aig,0.53,0.44,41.68,0.25
simple_processors_008_004_0004.aig,24.49,30.75,180.94,85.53
commute32.sf.aig,0.09,0.1,0.1,0.0
bin_libmsrpc_vc1232034.aig,1.64,1.05,40.98,1.5
lfsr_008_031_112.aig,974.21,1676.8,failed,failed
bin_libsmbclient_vc1225230.aig,1.96,0.89,54.1,0.91
convert-jpg2gif-query-1419.aig,0.13,0.18,24.02,0.09
bin_eventlogadm_vc352394.aig,4.45,9.09,177.33,11.12
bin_libmsrpc_vc1225377.aig,1.79,4.94,121.92,6.1
beemrwtrs3b1.aig,0.04,0.08,0.57,0.02
bin_libsmbsharemodes_vc5813.aig,0.9,0.81,53.76,0.73
pdtswvtma6x4p1.aig,22.49,4.89,6.82,28.51
beemcmbrdg6f1.aig,failed,230.0,1.72,2815.48
eijk.bs1512.S.aig,0.58,13.93,3.8,63.72
6s202b41.aig,8.82,timeout,38.07,timeout
convert-jpg2gif-query-1242.aig,0.06,0.06,0.08,0.0
beempgmprot5b5.aig,failed,379.24,timeout,timeout
innfeed_imapfeed_vc24627.aig,0.61,0.77,84.8,0.66
beemdrvphls2b1.aig,0.1,0.07,0.34,0.06
bin_libsmbsharemodes_vc6289.aig,1.55,1.44,73.98,1.37
a169test0012.aig,0.1,0.04,0.04,0.0
bin_libsmbsharemodes_vc6244.aig,2.22,2.05,92.22,1.33
bin_eventlogadm_vc331155.aig,3.53,1.62,28.29,1.84
bin_libmsrpc_vc1225299.aig,1.09,2.22,102.41,2.75
bin_eventlogadm_vc331219.aig,4.0,2.35,56.1,11.13
beemndhm3f4.aig,0.37,17.81,1.31,38.77
beempgmprot4f1.aig,5.11,1.03,17.04,0.22
ext_con_028_064_0512.aig,timeout,5.64,timeout,timeout
innfeed_innfeed_vc37241.aig,0.49,0.5,42.76,0.33
beemexit3f1.aig,16.85,10.08,11.12,17.23
prodcellp4.aig,failed,27.89,9.59,34.04
s-40-50-bv.aig,26.72,2.66,20.65,12.06
beemblks2b1.aig,failed,1699.77,2347.33,timeout
bin_libsmbsharemodes_vc7135.aig,1.54,1.72,94.45,1.9
lfsr_004_143_080.aig,710.19,550.07,timeout,1599.92
lfsr_002_031_096.aig,18.51,11.46,135.99,25.24
beemiprot7b1.aig,0.09,0.09,0.39,0.08
cmudme2.aig,failed,1245.55,4.45,278.02
smulov4bw0032.aig,0.04,0.06,0.16,0.0
lfsr_004_047_064.aig,46.66,19.33,285.39,38.84
convert-jpg2gif-query-1440.aig,0.22,0.17,24.57,0.08
bin_eventlogadm_vc331178.aig,5.32,10.28,47.67,15.33
a116test0003.aig,0.06,0.04,0.05,0.0
beemlann4f1.aig,failed,timeout,979.8,timeout
beemrether1b1.aig,failed,143.52,7.27,4.84
a661test0057.aig,0.04,0.04,0.03,0.0
beempgmprot1b5.aig,failed,113.52,1378.54,2920.02
lfsr_008_159_096.aig,timeout,1685.72,failed,1583.44
bin_libmsrpc_vc1232047.aig,1.73,1.12,63.54,2.42
convert-jpg2gif-query-1372.aig,0.15,0.17,15.48,0.12
bin_libmsrpc_vc1225297.aig,41.79,2.06,112.33,2.06
texas.ifetch1^5.E.aig,failed,0.08,0.07,0.03
bin_libsmbsharemodes_vc4760.aig,0.8,0.33,44.86,0.39
convert-jpg2gif-query-1241.aig,0.14,0.06,0.07,0.0
bin_libsmbsharemodes_vc6195.aig,1.57,2.14,127.85,3.46
beemtlphn8f1.aig,failed,209.24,5.56,79.77
src_wget_vc18180.aig,24.37,1.26,48.85,6.7
convert-jpg2gif-query-2121.aig,0.06,0.06,0.1,0.0
bin_libsmbsharemodes_vc6248.aig,1.41,2.18,78.71,3.0
bin_libsmbsharemodes_vc4312.aig,1.58,1.47,93.2,1.15
ext_con_048_002_0512.aig,76.09,385.13,803.14,3221.83
smulov2bw128.aig,598.04,674.88,46.3,9.73
lfsr_008_095_128.aig,timeout,1543.93,failed,2109.72
bin_eventlogadm_vc331207.aig,5.7,6.34,43.4,6.33
convert-jpg2gif-query-1343.aig,0.67,0.15,14.31,0.09
ext_con_044_002_0512.aig,120.13,310.1,1419.9,2582.97
bin_libsmbsharemodes_vc7064.aig,0.79,0.56,34.56,0.99
beemcmbrdg2f2.aig,failed,timeout,65.93,timeout
bin_eventlogadm_vc352361.aig,219.77,3.25,34.08,5.34
distrib04.sf.aig,0.06,0.06,0.05,0.0
bin_libsmbsharemodes_vc6187.aig,1.11,1.05,99.77,2.62
lfsr_008_031_016.aig,15.41,4.7,225.62,22.63
bin_libsmbsharemodes_vc7068.aig,0.76,0.89,33.06,0.57
a433test0015.aig,0.15,0.03,0.04,0.0
nnrpd_nnrpd_vc21661.aig,1.08,1.13,90.83,0.8
lfsr_004_047_080.aig,99.25,62.81,736.0,119.57
nnrpd_nnrpd_vc21020.aig,0.65,0.9,30.67,0.73
problem_24.aig,0.16,0.65,15.44,4.89
beemndhm1b2.aig,0.16,1.84,0.93,3.65
src_wget_vc18516.aig,115.74,3.19,56.16,1.38
cvs_vc105413.aig,1.23,1.02,24.39,0.77
a626test0025.aig,0.03,0.04,0.04,0.0
bin_eventlogadm_vc331216.aig,694.7,10.53,55.81,5.78
ext_con_012_064_0512.aig,timeout,1.04,185.89,7.14
a95test0002.aig,0.05,0.04,0.03,0.0
convert-jpg2gif-query-1429.aig,0.17,0.19,20.1,0.09
bin_libsmbsharemodes_vc5207.aig,0.33,0.36,61.03,0.17
beembrp2b1.aig,0.12,0.33,0.22,1.72
beemndhm3b1.aig,0.91,7.38,2.56,1.15
bin_eventlogadm_vc331085.aig,1.07,1.16,21.52,2.57
convert-jpg2gif-query-1461.aig,0.14,0.18,20.22,0.1
texas.PI_main^15.E.aig,0.1,0.12,0.06,0.11
bgpd_bgpd_vc76752.aig,0.46,0.45,16.63,0.24
bin_libsmbsharemodes_vc4820.aig,3.12,3.64,99.68,6.6
beembrp1f1.aig,failed,66.35,22.04,53.38
a632test0083.aig,0.03,0.04,0.03,0.0
smulov3bw1024.aig,0.67,0.98,0.05,0.01
bin_libsmbsharemodes_vc5692.aig,1.16,0.96,35.62,0.28
nusmv.queue.B.aig,failed,1148.54,687.56,191.07
texas.ifetch1^3.E.aig,0.11,0.06,0.05,0.0
ext_con_004_002_1024.aig,0.05,0.06,0.11,0.02
bin_libsmbclient_vc1228494.aig,1.81,2.82,85.39,4.36
testcase15.stp.aig,7.32,6.29,64.02,12.27
cvs_vc71402.aig,0.04,0.05,0.08,0.0
beemszmsk3f1.aig,failed,timeout,488.76,985.14
bin_libsmbsharemodes_vc4292.aig,0.42,0.53,48.24,0.71
bin_eventlogadm_vc331137.aig,1.61,2.61,26.61,2.19
lfsr_008_159_032.aig,1612.43,505.82,2907.79,518.79
bin_eventlogadm_vc331227.aig,5.15,3.45,39.89,9.59
bin_libsmbsharemodes_vc4247.aig,0.3,0.3,30.33,0.6
ext_con_028_128_0512.aig,timeout,6.11,timeout,557.31
bin_libsmbsharemodes_vc6158.aig,1.17,1.06,54.05,1.67
beemat2b1.aig,0.16,0.32,0.31,8.37
bin_libsmbsharemodes_vc6266.aig,0.92,1.34,66.17,0.77
bin_libsmbsharemodes_vc6097.aig,0.37,0.45,40.07,0.68
countbitsrotate008.aig,0.08,0.06,0.08,0.02
convert-jpg2gif-query-1400.aig,0.06,0.05,0.07,0.0
convert-jpg2gif-query-1467.aig,0.15,0.15,23.47,0.09
convert-jpg2gif-query-1468.aig,0.04,0.07,0.04,0.0
beemldfilt6b1.aig,0.18,0.07,0.88,0.05
ext_con_012_032_0512.aig,404.39,0.8,11.57,4.15
bin_eventlogadm_vc352302.aig,0.8,0.3,13.85,0.32
beemcycschd3f1.aig,0.53,0.07,0.13,0.04
bin_libsmbsharemodes_vc6253.aig,1.92,1.59,71.08,1.47
convert-jpg2gif-query-1213.aig,0.07,0.06,0.08,0.0
src_wget_vc18178.aig,91.62,1.21,39.39,2.49
beembrp4b1.aig,0.19,1.06,0.23,4.09
beemmcs6f1.aig,83.84,8.01,0.93,64.27
bin_libsmbsharemodes_vc4778.aig,0.36,0.38,39.81,0.29
bin_libsmbsharemodes_vc6297.aig,1.03,1.13,102.9,3.42
bin_libsmbsharemodes_vc4328.aig,637.52,11.86,197.72,11.92
convert-jpg2gif-query-1567.aig,0.37,0.77,35.01,0.38
beembrptwo1b1.aig,failed,2.1,1.42,23.27
a53test0002.aig,0.03,0.04,0.03,0.0
convert-jpg2gif-query-1199.aig,0.13,0.11,24.81,0.05
nusmvguidancep1.aig,0.71,0.09,1.84,0.06
beembrptwo5f3.aig,failed,684.97,45.88,89.53
beempgmprot5f1.aig,5.58,0.36,28.91,0.31
ext_con_020_016_0064.aig,17.73,150.58,9.95,571.97
bin_libsmbsharemodes_vc7692.aig,2.3,2.5,100.13,2.66
beempgsol1f1.aig,0.1,101.84,0.09,133.24
ext_con_008_001_1024.aig,0.07,0.05,0.09,0.01
umulov2bw0128.aig,0.05,0.06,0.05,0.0
bin_libsmbsharemodes_vc4814.aig,1.31,1.27,45.68,1.81
bin_libmsrpc_vc1225835.aig,4.09,3.99,94.48,2.28
bin_libsmbsharemodes_vc6333.aig,1.17,1.4,121.64,4.09
nnrpd_nnrpd_vc21435.aig,0.71,1.24,107.54,0.59
6s210b037.aig,0.71,0.46,1.16,1.33
eijk.bs4863.S.aig,0.23,2.05,5.04,1.88
bin_eventlogadm_vc331252.aig,6.56,12.25,59.87,6.64
unconstrained10.aig,0.66,0.08,0.04,0.0
simple_processors_006_002_0004.aig,0.31,0.31,0.87,0.34
ext_con_036_004_0032.aig,1.52,1.53,1.78,1.78
a635test0032.aig,0.03,0.04,0.02,0.0
innd_innd_vc33755.aig,0.96,2.77,141.91,0.67
a173test0011.aig,0.03,0.03,0.02,0.0
beemlann6b1.aig,0.19,0.07,0.2,0.87
ext_con_012_008_0064.aig,3.04,13.17,861.29,292.97
ext_con_008_002_0032.aig,0.76,0.08,0.2,0.05
umulov1bw096.aig,114.31,113.56,11.79,19.22
bin_libsmbsharemodes_vc6214.aig,1.67,1.36,137.21,1.51
beemcycschd1b1.aig,0.87,0.13,0.14,0.05
bin_eventlogadm_vc330983.aig,0.43,0.4,14.84,0.19
lfsr_008_127_096.aig,timeout,1142.48,failed,2099.39
a615test0093.aig,0.02,0.03,0.03,0.0
6s276rb342.aig,1.2,0.18,0.75,12.4
beemptrsn3b1.aig,0.06,0.05,0.18,0.04
bin_libmsrpc_vc1228567.aig,69.45,5.02,103.88,3.79
problem_22.aig,109.06,576.6,timeout,timeout
bin_libsmbsharemodes_vc7107.aig,0.54,0.86,35.7,0.79
lfsr_004_095_032.aig,19.77,7.5,133.73,28.88
a646test0105.aig,0.02,0.03,0.04,0.0
bin_libsmbclient_vc1225278.aig,361.8,2.88,69.08,3.26
ext_con_048_002_0032.aig,3.27,1.01,5.8,4.56
bin_eventlogadm_vc351389.aig,3.43,2.31,40.26,3.89
bin_eventlogadm_vc331238.aig,4.66,9.2,62.4,13.34
convert-jpg2gif-query-1450.aig,0.17,0.16,24.66,0.11
bin_libsmbsharemodes_vc4295.aig,0.3,0.32,40.25,0.33
a419test0045.aig,0.04,0.03,0.03,0.0
maxor032.aig,5.4,45.61,16.12,16.81
nnrpd_nnrpd_vc21440.aig,0.8,0.87,117.91,0.79
convert-jpg2gif-query-1593.aig,0.36,0.61,52.04,0.33
